EmployeeID,DateOfHire,Department,JobProfile,JobType,JobTitle,Salary,MidpointWage,PerformanceGrade
2111091,12/11/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5033,5136,2.84
2107201,02/07/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5033,5136,2.83
2308032,20/08/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5033,5136,2.94
2105051,10/05/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5033,5136,2.92
1706133,25/06/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5033,5136,2.97
1707121,24/07/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5033,5136,2.41
1705111,03/05/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5033,5136,2.97
2309101,07/09/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5033,5136,2.43
2201114,21/01/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5033,5136,3.3
1403011,10/03/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5033,5136,2.93
2006054,21/06/2020,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5070,4609,2.83
1910162,17/10/2019,Marketing,Individual Contributor,3. Mid-Level Analyst,Senior SEO Analyst,5070,4609,3.36
2108083,22/08/2021,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5070,4609,2.83
1403062,13/03/2014,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5070,4609,2.83
1812074,21/12/2018,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5070,4609,2.83
1407202,07/07/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5085,5136,3.29
1802191,08/02/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5085,5136,2.43
1910082,21/10/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5085,5136,2.85
1509073,12/09/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5085,5136,3.56
2212041,01/12/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5085,5136,3.01
2007181,13/07/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5085,5136,2.96
2207012,25/07/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5085,5136,3.02
1602041,15/02/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5085,5136,2.93
160302,12/03/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5085,5136,2.43
1407182,17/07/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5085,5136,2.81
1802151,12/02/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5085,5136,2.83
170101,07/01/2017,Marketing,Individual Contributor,3. Mid-Level Analyst,Senior SEO Analyst,5116,4609,3.36
1809081,03/09/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5136,5136,3.01
1606012,09/06/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5136,5136,2.53
1606082,19/06/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5136,5136,3.02
1805151,21/05/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5136,5136,3.3
1803031,23/03/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5136,5136,2.53
2204081,05/04/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5136,5136,2.94
180101,06/01/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5136,5136,2.96
1805061,08/05/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5136,5136,3.29
1902012,18/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5136,5136,3.02
1911114,25/11/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5136,5136,2.93
1411112,15/11/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5136,5136,3.13
1803203,24/03/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5187,5136,2.83
1906132,12/06/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5187,5136,2.85
221203,10/12/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5187,5136,2.53
1611112,24/11/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5187,5136,3.02
2001051,06/01/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5187,5136,2.37
170301,01/03/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5187,5136,2.93
1910032,02/10/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5187,5136,2.83
1701122,22/01/2017,Marketing,Individual Contributor,3. Mid-Level Analyst,Senior SEO Analyst,5208,4609,3.36
2003011,15/03/2020,Marketing,Individual Contributor,3. Mid-Level Analyst,Senior SEO Analyst,5208,4609,3.36
1806162,12/06/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,2.85
2107152,01/07/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,2.85
1710053,25/10/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5239,5136,2.93
1610131,11/10/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5239,5136,2.92
1710031,08/10/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,2.84
1909171,02/09/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,3.62
2301073,11/01/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,2.81
1603152,12/03/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5239,5136,2.85
2105062,11/05/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5239,5136,3.13
1902112,18/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5239,5136,3.56
2006091,15/06/2020,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5254,4609,2.83
1601012,25/01/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5290,5136,2.97
2008011,08/08/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5290,5136,3.3
2208192,12/08/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5290,5136,3.13
1905052,17/05/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5290,5136,2.94
1509183,16/09/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5290,5136,2.41
1501161,09/01/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5290,5136,3.02
1911171,14/11/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5290,5136,3.13
2102173,23/02/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5290,5136,2.85
2111151,02/11/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5290,5136,2.92
1504071,17/04/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5290,5136,2.53
1612141,25/12/2016,Marketing,Individual Contributor,3. Mid-Level Analyst,Business Intelligence Analyst,5300,4609,2.83
2309071,18/09/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5341,5136,3.01
1912141,01/12/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5341,5136,2.41
2007011,11/07/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5341,5136,2.41
1808071,24/08/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.93
1906041,04/06/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5341,5136,2.94
1709012,14/09/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.93
1712051,19/12/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.93
231202,12/12/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5341,5136,2.37
1806032,21/06/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5341,5136,2.83
180703,08/07/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.85
1405011,24/05/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.85
2105082,25/05/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,2.53
1502011,04/02/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5341,5136,3.56
1508101,23/08/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,3.3
1805201,07/05/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5341,5136,3.13
2307091,07/07/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5341,5136,3.62
1702191,03/02/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5341,5136,3.29
1803071,11/03/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5393,5136,3.01
2012082,25/12/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5393,5136,2.43
2311152,20/11/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5393,5136,3.01
1501132,10/01/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5393,5136,3.01
1809023,15/09/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5393,5136,2.85
1903191,10/03/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5393,5136,3.56
2007191,03/07/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5393,5136,3.02
2102032,17/02/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5393,5136,2.96
2305192,22/05/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5393,5136,2.93
2001021,02/01/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5393,5136,3.02
2309171,16/09/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5393,5136,2.84
1603041,07/03/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5393,5136,3.62
2006056,25/06/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5444,5136,2.41
1503023,22/03/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5444,5136,2.83
2111202,10/11/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,3.3
1411091,13/11/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5444,5136,3.02
1702111,02/02/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5444,5136,2.94
1811191,19/11/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,3.3
1902163,15/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5444,5136,2.94
2201041,13/01/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,3.3
1909011,23/09/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5444,5136,2.92
2203071,17/03/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5444,5136,2.37
2005122,15/05/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,2.85
1812075,24/12/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,3.3
2205061,08/05/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5444,5136,2.84
2312101,08/12/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5496,5136,2.43
1704142,23/04/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.81
2208012,06/08/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5496,5136,2.96
150701,05/07/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.85
2107191,01/07/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.81
2210202,20/10/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5496,5136,2.97
1605081,07/05/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.85
2304161,15/04/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5496,5136,2.96
1411111,02/11/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,3.62
1608121,16/08/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.84
2209141,18/09/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.81
1406171,07/06/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5496,5136,2.94
2006191,17/06/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,3.3
2005181,21/05/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.81
1806024,17/06/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5496,5136,2.41
1709011,10/09/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5496,5136,2.85
1909022,13/09/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5547,5136,2.83
1510041,17/10/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5547,5136,3.29
1403171,17/03/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5547,5136,2.37
1503201,20/03/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5547,5136,2.92
1904163,18/04/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5547,5136,2.96
1903072,25/03/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5547,5136,2.37
1505041,03/05/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5598,5136,3.29
1711122,22/11/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5598,5136,2.43
2312052,24/12/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5598,5136,2.85
1908162,19/08/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5598,5136,2.81
1902152,15/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5598,5136,2.97
2110021,12/10/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5598,5136,2.94
1810151,21/10/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5598,5136,3.3
2002052,08/02/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5650,5136,2.93
181201,03/12/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5650,5136,3.13
2005074,22/05/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5650,5136,2.84
1705011,03/05/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5650,5136,3.13
1507063,24/07/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5650,5136,3.01
2206171,01/06/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5650,5136,3.56
1902171,18/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5650,5136,2.92
1405022,20/05/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5650,5136,2.97
1707191,14/07/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5650,5136,3.3
2102031,11/02/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5650,5136,3.01
2005032,14/05/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5650,5136,2.84
1902122,07/02/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5650,5136,2.41
1612061,10/12/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5650,5136,3.56
2207171,19/07/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5650,5136,2.97
2211041,18/11/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5650,5136,2.96
1809071,11/09/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5650,5136,3.29
1411201,16/11/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5650,5136,3.29
2105011,17/05/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5701,5136,2.81
1806152,18/06/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5701,5136,2.96
190402,24/04/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5701,5136,2.94
2211011,05/11/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5701,5136,2.84
2303042,18/03/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5701,5136,2.97
2306031,12/06/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5701,5136,2.84
2210071,12/10/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5701,5136,2.97
2112113,22/12/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5701,5136,2.93
2006142,22/06/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5752,5136,2.43
2112011,19/12/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5752,5136,2.85
1705152,10/05/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5752,5136,2.41
1904121,01/04/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5752,5136,3.29
1711092,11/11/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5752,5136,3.62
2309161,13/09/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5752,5136,3.01
1903025,19/03/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5752,5136,2.85
1812042,14/12/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5752,5136,2.93
1407183,19/07/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5752,5136,2.53
2205191,01/05/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5752,5136,2.92
1906063,25/06/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5752,5136,2.92
1506131,18/06/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5804,5136,3.01
140201,15/02/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5804,5136,2.43
1404122,07/04/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5804,5136,2.53
140402,21/04/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5804,5136,2.96
1707051,22/07/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5804,5136,2.84
1603011,01/03/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5804,5136,2.93
1912181,17/12/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5804,5136,3.62
2106152,12/06/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5804,5136,2.97
1409073,14/09/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5804,5136,2.94
1605062,23/05/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5804,5136,2.81
2207152,24/07/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5855,5136,2.37
1712162,08/12/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5855,5136,3.56
1403063,19/03/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5855,5136,2.93
1905092,24/05/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5855,5136,2.92
1910172,11/10/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5855,5136,3.3
150402,18/04/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5855,5136,3.62
2004081,05/04/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5855,5136,2.37
1603091,06/03/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5855,5136,2.85
1702082,24/02/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5855,5136,3.29
1405021,01/05/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,5855,5136,2.43
2311142,06/11/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5855,5136,2.93
2103032,22/03/2021,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5906,5136,2.37
2210091,09/10/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Data Analyst,5906,5136,2.41
2211141,11/11/2022,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5906,5136,3.02
2308012,05/08/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5906,5136,3.01
1606061,08/06/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5906,5136,3.02
1607031,05/07/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Communication Analyst,5906,5136,2.92
1909183,20/09/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior UX/UI Analyst,5906,5136,3.01
1905171,06/05/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5958,5136,2.94
1601041,08/01/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,5958,5136,2.37
1712021,19/12/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5958,5136,2.84
1812162,04/12/2018,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,5958,5136,2.53
1503071,10/03/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5958,5136,2.96
2304021,15/04/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5958,5136,2.94
1511171,12/11/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,5958,5136,2.96
200301,12/03/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,2.53
1411171,12/11/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Front-end Developer,6009,5136,2.93
1910033,21/10/2019,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,6009,5136,2.94
1610102,18/10/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,2.85
1405182,25/05/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,3.3
1607191,02/07/2016,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,2.81
1512103,22/12/2015,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,2.53
1402092,25/02/2014,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior IT Business Analyst,6009,5136,2.97
1702031,01/02/2017,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior Back-end Developer,6009,5136,2.85
2309112,06/09/2023,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,6009,5136,3.13
2008132,09/08/2020,Tech & Product,Individual Contributor,3. Mid-Level Analyst,Senior QA Analyst,6009,5136,2.37
1501181,04/01/2015,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3664,4212,2.75
1811121,19/11/2018,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3707,4212,3.08
2005073,16/05/2020,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3833,4212,2.75
2105053,16/05/2021,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3833,4212,2.75
2103171,12/03/2021,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3917,4212,3.08
2301011,07/01/2023,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,3917,4212,3.08
2305041,09/05/2023,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4044,4212,3.08
1811031,23/11/2018,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4044,4212,3.08
2301101,04/01/2023,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4044,4212,3.08
2002092,10/02/2020,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4128,4212,2.75
1809091,02/09/2018,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4128,4212,3.08
1709032,12/09/2017,Sales,Individual Contributor,4. Senior Analyst,Senior Business Analyst,4170,4212,3.08
